Regions,Sub_region,market,category,commodity,unit,year,pricetype,currency,price
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2013,Wholesale,KES,6748.75
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2014,Wholesale,KES,7197.820833
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2015,Wholesale,KES,6985.569167
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2016,Wholesale,KES,7070.090909
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2017,Wholesale,KES,8354.5
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2018,Wholesale,KES,7294.0275
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2019,Wholesale,KES,8799.2
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,2015,Retail,KES,42.5
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,2016,Retail,KES,41.81818182
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,2017,Retail,KES,57.83333333
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,2018,Retail,KES,42
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,2019,Retail,KES,48.64444444
Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,2020,Retail,KES,45.125
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,2015,Retail,KES,104.5
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,2016,Retail,KES,100.1818182
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,2017,Retail,KES,118.25
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,2018,Retail,KES,105.9166667
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,2019,Retail,KES,115.375
Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,2020,Retail,KES,118.8175
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Maize,KG,2021,Retail,KES,33.33333333
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",90 KG,2021,Wholesale,KES,2700
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Maize flour,KG,2021,Retail,KES,60
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Millet (finger),90 KG,2021,Wholesale,KES,7200
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,50
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Potatoes (Irish, white)",50 KG,2021,Wholesale,KES,3187.5
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Rice,KG,2021,Retail,KES,100
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Rice (aromatic),50 KG,2021,Wholesale,KES,5000
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Sorghum,KG,2021,Retail,KES,72
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Sorghum (red),90 KG,2021,Wholesale,KES,4500
Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Wheat flour,KG,2021,Retail,KES,70
Rift Valley,Baringo,Marigat town (Baringo),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,525
Rift Valley,Baringo,Marigat town (Baringo),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,560
Rift Valley,Baringo,Marigat town (Baringo),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,56
Rift Valley,Baringo,Marigat town (Baringo),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,80
Rift Valley,Baringo,Marigat town (Baringo),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,70
Rift Valley,Baringo,Marigat town (Baringo),miscellaneous food,Salt,200 G,2021,Retail,KES,10
Rift Valley,Baringo,Marigat town (Baringo),miscellaneous food,Sugar,KG,2021,Retail,KES,102
Rift Valley,Baringo,Marigat town (Baringo),oil and fats,Cooking fat,KG,2021,Retail,KES,192
Rift Valley,Baringo,Marigat town (Baringo),oil and fats,Oil (vegetable),L,2021,Retail,KES,246
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dolichos),90 KG,2021,Wholesale,KES,8100
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dry),KG,2021,Retail,KES,96
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (kidney),90 KG,2021,Wholesale,KES,8175
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,8231.333333
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,10800
Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,90 KG,2021,Wholesale,KES,8100
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Bananas,Unit,2021,Retail,KES,8.75
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Cabbage,126 KG,2021,Wholesale,KES,4410
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,50 KG,2021,Wholesale,KES,1500
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,660.8333333
Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,3200
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,2015,Retail,KES,45.94833333
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,2016,Retail,KES,46.25727273
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,2017,Retail,KES,63.36666667
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,2018,Retail,KES,48
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,2019,Retail,KES,50.43333333
Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,2020,Retail,KES,52.45454545
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,2015,Retail,KES,90.51166667
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,2016,Retail,KES,83.47
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,2017,Retail,KES,119.8416667
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,2018,Retail,KES,85.91666667
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,2019,Retail,KES,97.01666667
Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,2020,Retail,KES,100.4545455
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2008,Wholesale,KES,20.95571429
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2009,Wholesale,KES,26.50714286
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2010,Wholesale,KES,16.85285714
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2011,Wholesale,KES,30.057
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2012,Wholesale,KES,31.61
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2013,Wholesale,KES,29.37875
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2014,Wholesale,KES,29.9725
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2015,Wholesale,KES,25.91636364
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2016,Wholesale,KES,26.71111111
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2017,Wholesale,KES,39.36
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2018,Wholesale,KES,21.75
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2019,Wholesale,KES,28.67444444
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2020,Wholesale,KES,31.98111111
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,2021,Wholesale,KES,28.73555556
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2015,Wholesale,KES,2391.166667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2016,Wholesale,KES,2493.181818
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2017,Wholesale,KES,3198.666667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2018,Wholesale,KES,2042.166667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2019,Wholesale,KES,2621.916667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2020,Wholesale,KES,2796.296667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2015,Wholesale,KES,2171.334167
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2016,Wholesale,KES,3558.636364
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2017,Wholesale,KES,2401.333333
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2018,Wholesale,KES,2890.9375
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2019,Wholesale,KES,2402.666667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2020,Wholesale,KES,2541.666667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,2015,Wholesale,KES,3231.9375
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,2016,Wholesale,KES,3084
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,2017,Wholesale,KES,4276.333333
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,2018,Wholesale,KES,3354.323333
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,2019,Wholesale,KES,4160.416667
Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,2020,Wholesale,KES,3185.416667
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2008,Wholesale,KES,50.86833333
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2009,Wholesale,KES,50.6675
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2010,Wholesale,KES,45.93
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2011,Wholesale,KES,57.3275
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2012,Wholesale,KES,61.0425
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2013,Wholesale,KES,66.54
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2014,Wholesale,KES,64.678
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2015,Wholesale,KES,58.68
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2016,Wholesale,KES,51.97727273
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2017,Wholesale,KES,63.4975
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2018,Wholesale,KES,51.40181818
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2019,Wholesale,KES,62.28
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,2021,Wholesale,KES,59.92
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,2015,Wholesale,KES,5848.958333
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,2016,Wholesale,KES,5488.454545
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,2017,Wholesale,KES,5691.666667
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,2018,Wholesale,KES,6119.166667
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,2019,Wholesale,KES,6644
Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,2020,Wholesale,KES,6868.75
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",90 KG,2021,Wholesale,KES,2624
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Millet (finger),90 KG,2021,Wholesale,KES,9148.833333
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, red)",50 KG,2021,Wholesale,KES,1300
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",50 KG,2021,Wholesale,KES,1487.5
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice (aromatic),50 KG,2021,Wholesale,KES,5495.25
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (red),90 KG,2021,Wholesale,KES,4536.083333
Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),90 KG,2021,Wholesale,KES,4509
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),90 KG,2021,Wholesale,KES,5695.833333
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (kidney),90 KG,2021,Wholesale,KES,5909.333333
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (mung),90 KG,2021,Wholesale,KES,11473
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,6847.666667
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,5712.75
Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,90 KG,2021,Wholesale,KES,8100
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Cabbage,126 KG,2021,Wholesale,KES,3475.666667
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Kale,50 KG,2021,Wholesale,KES,650.0833333
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,790.3333333
Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,3595.666667
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,KG,2021,Retail,KES,45.18333333
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize flour,KG,2021,Retail,KES,67.42111111
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,48.91111111
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Rice,KG,2021,Retail,KES,101.5833333
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Sorghum,KG,2021,Retail,KES,46.60285714
Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Wheat flour,KG,2021,Retail,KES,72.03
Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,473.7311111
Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,406.25
Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,477.9971429
Rift Valley,Turkana,Ethiopia (Kakuma),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,73.65333333
Rift Valley,Turkana,Ethiopia (Kakuma),miscellaneous food,Salt,200 G,2021,Retail,KES,11.98
Rift Valley,Turkana,Ethiopia (Kakuma),miscellaneous food,Sugar,KG,2021,Retail,KES,117.06
Rift Valley,Turkana,Ethiopia (Kakuma),oil and fats,Oil (vegetable),L,2021,Retail,KES,216.8522222
Rift Valley,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans (dry),KG,2021,Retail,KES,109.7444444
Rift Valley,Turkana,Ethiopia (Kakuma),vegetables and fruits,Bananas,Unit,2021,Retail,KES,18.01571429
Rift Valley,Turkana,Ethiopia (Kakuma),vegetables and fruits,Cabbage,Head,2021,Retail,KES,70
Rift Valley,Turkana,Ethiopia (Kakuma),vegetables and fruits,Kale,Bunch,2021,Retail,KES,10
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize,KG,2021,Retail,KES,43.65125
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize flour,KG,2021,Retail,KES,67.254
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,50.649
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Rice,KG,2021,Retail,KES,99.38428571
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Sorghum,KG,2021,Retail,KES,43.525
Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Wheat flour,KG,2021,Retail,KES,72.071
Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,477.6742857
Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,458.3333333
Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,497.1922222
Rift Valley,Turkana,HongKong (Kakuma),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,76.838
Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,Salt,200 G,2021,Retail,KES,11.008
Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,Sugar,KG,2021,Retail,KES,116.754
Rift Valley,Turkana,HongKong (Kakuma),oil and fats,Oil (vegetable),L,2021,Retail,KES,225.951
Rift Valley,Turkana,HongKong (Kakuma),pulses and nuts,Beans (dry),KG,2021,Retail,KES,107.714
Rift Valley,Turkana,HongKong (Kakuma),vegetables and fruits,Bananas,Unit,2021,Retail,KES,19.75
Rift Valley,Turkana,HongKong (Kakuma),vegetables and fruits,Kale,Bunch,2021,Retail,KES,10
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize,KG,2021,Retail,KES,43.16571429
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize flour,KG,2021,Retail,KES,65.68818182
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,46.67363636
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Rice,KG,2021,Retail,KES,106.72
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Sorghum,KG,2021,Retail,KES,38.33333333
Rift Valley,Turkana,Kakuma 2,cereals and tubers,Wheat flour,KG,2021,Retail,KES,71.48272727
Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,453.1166667
Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,410.5
Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,450.629
Rift Valley,Turkana,Kakuma 2,milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,71.645
Rift Valley,Turkana,Kakuma 2,miscellaneous food,Salt,200 G,2021,Retail,KES,10.63818182
Rift Valley,Turkana,Kakuma 2,miscellaneous food,Sugar,KG,2021,Retail,KES,116.6827273
Rift Valley,Turkana,Kakuma 2,oil and fats,Cooking fat,KG,2021,Retail,KES,220
Rift Valley,Turkana,Kakuma 2,oil and fats,Oil (vegetable),L,2021,Retail,KES,216.2745455
Rift Valley,Turkana,Kakuma 2,pulses and nuts,Beans (dry),KG,2021,Retail,KES,109.7172727
Rift Valley,Turkana,Kakuma 2,vegetables and fruits,Bananas,Unit,2021,Retail,KES,19.27
Rift Valley,Turkana,Kakuma 2,vegetables and fruits,Cabbage,Head,2021,Retail,KES,70
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize,KG,2021,Retail,KES,43.81666667
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize flour,KG,2021,Retail,KES,65.40363636
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,46.14272727
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Rice,KG,2021,Retail,KES,107.6425
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Sorghum,KG,2021,Retail,KES,41.62666667
Rift Valley,Turkana,Kakuma 3,cereals and tubers,Wheat flour,KG,2021,Retail,KES,71.12909091
Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,459.38875
Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,415.5
Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,474.225
Rift Valley,Turkana,Kakuma 3,milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,69.39727273
Rift Valley,Turkana,Kakuma 3,milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,100
Rift Valley,Turkana,Kakuma 3,miscellaneous food,Salt,200 G,2021,Retail,KES,10.44818182
Rift Valley,Turkana,Kakuma 3,miscellaneous food,Sugar,KG,2021,Retail,KES,117.9
Rift Valley,Turkana,Kakuma 3,oil and fats,Cooking fat,KG,2021,Retail,KES,200
Rift Valley,Turkana,Kakuma 3,oil and fats,Oil (vegetable),L,2021,Retail,KES,211.8818182
Rift Valley,Turkana,Kakuma 3,pulses and nuts,Beans (dry),KG,2021,Retail,KES,107.3190909
Rift Valley,Turkana,Kakuma 3,vegetables and fruits,Bananas,Unit,2021,Retail,KES,19.34
Rift Valley,Turkana,Kakuma 3,vegetables and fruits,Cabbage,Head,2021,Retail,KES,73.33
Rift Valley,Turkana,Kakuma 3,vegetables and fruits,Kale,Bunch,2021,Retail,KES,10
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize,KG,2021,Retail,KES,45.01428571
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize flour,KG,2021,Retail,KES,68.38181818
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,48.43909091
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Rice,KG,2021,Retail,KES,98.25777778
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Sorghum,KG,2021,Retail,KES,38.2675
Rift Valley,Turkana,Kakuma 4,cereals and tubers,Wheat flour,KG,2021,Retail,KES,73.50272727
Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,479.8745455
Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,400
Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,488.816
Rift Valley,Turkana,Kakuma 4,milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,76.52363636
Rift Valley,Turkana,Kakuma 4,milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,50
Rift Valley,Turkana,Kakuma 4,miscellaneous food,Salt,200 G,2021,Retail,KES,12.23272727
Rift Valley,Turkana,Kakuma 4,miscellaneous food,Sugar,KG,2021,Retail,KES,118.4909091
Rift Valley,Turkana,Kakuma 4,oil and fats,Oil (vegetable),L,2021,Retail,KES,225.4954545
Rift Valley,Turkana,Kakuma 4,pulses and nuts,Beans (dry),KG,2021,Retail,KES,110.0636364
Rift Valley,Turkana,Kakuma 4,vegetables and fruits,Bananas,Unit,2021,Retail,KES,18.88888889
Rift Valley,Turkana,Kakuma 4,vegetables and fruits,Cabbage,Head,2021,Retail,KES,65
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,KG,2021,Retail,KES,42.792
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize flour,KG,2021,Retail,KES,66.05545455
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,49.50454545
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Rice,KG,2021,Retail,KES,97.61
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Sorghum,KG,2021,Retail,KES,45
Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Wheat flour,KG,2021,Retail,KES,72.05363636
Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,479.174
Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,515.625
Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,70.33363636
Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,150
Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,150
Rift Valley,Turkana,Kalobeyei (Village 1),miscellaneous food,Salt,200 G,2021,Retail,KES,11.08545455
Rift Valley,Turkana,Kalobeyei (Village 1),miscellaneous food,Sugar,KG,2021,Retail,KES,115.0536364
Rift Valley,Turkana,Kalobeyei (Village 1),oil and fats,Oil (vegetable),L,2021,Retail,KES,223.8736364
Rift Valley,Turkana,Kalobeyei (Village 1),pulses and nuts,Beans (dry),KG,2021,Retail,KES,105.3245455
Rift Valley,Turkana,Kalobeyei (Village 1),vegetables and fruits,Bananas,Unit,2021,Retail,KES,19.78285714
Rift Valley,Turkana,Kalobeyei (Village 1),vegetables and fruits,Cabbage,Head,2021,Retail,KES,65
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize,KG,2021,Retail,KES,42.52
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize flour,KG,2021,Retail,KES,65.77272727
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,48.77090909
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Rice,KG,2021,Retail,KES,97.52777778
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Sorghum,KG,2021,Retail,KES,41.875
Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Wheat flour,KG,2021,Retail,KES,71.27818182
Rift Valley,Turkana,Kalobeyei (Village 2),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,500
Rift Valley,Turkana,Kalobeyei (Village 2),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,441.8333333
Rift Valley,Turkana,Kalobeyei (Village 2),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,498.06
Rift Valley,Turkana,Kalobeyei (Village 2),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,71.39444444
Rift Valley,Turkana,Kalobeyei (Village 2),miscellaneous food,Salt,200 G,2021,Retail,KES,11.38727273
Rift Valley,Turkana,Kalobeyei (Village 2),miscellaneous food,Sugar,KG,2021,Retail,KES,116.2590909
Rift Valley,Turkana,Kalobeyei (Village 2),oil and fats,Oil (vegetable),L,2021,Retail,KES,215.5145455
Rift Valley,Turkana,Kalobeyei (Village 2),pulses and nuts,Beans (dry),KG,2021,Retail,KES,110.5218182
Rift Valley,Turkana,Kalobeyei (Village 2),vegetables and fruits,Bananas,Unit,2021,Retail,KES,19.042
Rift Valley,Turkana,Kalobeyei (Village 2),vegetables and fruits,Cabbage,Head,2021,Retail,KES,75
Rift Valley,Turkana,Kalobeyei (Village 2),vegetables and fruits,Kale,Bunch,2021,Retail,KES,20
Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize,KG,2021,Retail,KES,43.73125
